text,labels
"@realDonaldTrump Naw, we're good.  Stay where you're at.    #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease  #UnfollowTrump  ┌∏┐ (•˽•)┌∏┐",0
"@Believemusic_UK do you know you have invited a rapist, his name is paresh naik,he works in your Mumbai office, check my tweets for his threats.  #ShameOnYou #rapist #meetoo",0
@mcgibbond If anything it will allow his followers to share more lies and misinformation on the interweb even faster and more efficiently. #BorisJohnsonShouldNotBePM #borisjohnson #liar,1
@ANI Chutiye  What about the biggest health scam industry these ‘doctors’ run in India? #DoctorsProtest #DoctorsFightBack they should be ashamed of themselves,0
@haaohaoo @nowthisnews this was a police officer?!😱 &amp; this is his side job?! this kind of shit is a direct line to trump.he has fukd this whole world up. im sure it brings him pleasure to know he is as  infamous as Hitler.. finally! something hes good at.. HATE  #FuckTrump,0
"@MamataOfficial's nephew, #TMC MP  @idevadhikari too.. https://t.co/FsAiEf3D2d    #DoctorsProtest #DoctorsFightBack #doctorsstrike #Savethedoctors #SaveBengal",1
@realDonaldTrump Failure because citizens died eh? How many people have died through mass shootings in America under your watch? #Trump2020 #ImpeachTrumpNow #TrumpIsATraitor #potus #moron #TrumpCantCount #TrumpLogic,1
"Your profile discriprion is superb #gandhian by heart, in contrast  you are comfortable with the attack on doctors plus your soul is with @INCIndia so you are more worried about @BJP4India getting grounds in #Bengal. #Savethedoctors #DoctorsFightBack https://t.co/P0Yt4jxJ6I",0
"America is interfering with our oppression. We try to make friends with Russia, they interfere. We try making friends with China, they interfere. #fuckTrump",1
"#IMAFraud was the wel planned Economic Offense against Muslims, Mohammed Monsoor Khan definitely a Agent of the conspiracy by bigger agency",0
#ShameOnICC is trending at 2nd https://t.co/cUWWur80fJ,1
#DoctorsFightBack  Why is the Prime minister and Defence minister of India are very silent in this firing issue..Is the CM of the state a God than the citizens of India.Doctors are real living Gods..if the nation does not stand with them..no use how you polticians would save us.,1
@realDonaldTrump Did I forget to wish you a VERY HAPPY  #JohnMcCainDay   #ImpeachTrumpNow   #TrumpIsATraitor,1
"@JimDOfficial You sad, old man! #Dickhead",1
@Nathan_Scoble7 @TDeathAdder @SCElites What was I thinking with Greene? First and last time for him. Balta came in under $200k (I think the week before).  Bought Josh Kelly in this week too!! 🤪 #dickhead,1
Melanoma is just another harlot piece of white trash. Came to America to become a golddigging stripper/model.  Her parents came here via chain migration. The same thing Trump vehemently opposes.  The hypocrisy is sickening.   #JohnMcCainDay   #TrumpRussia   #TrumpIsATraitor   #Melanoma https://t.co/3JEsl4PJcX,0
Yes #BorisJohnsonShouldNotBePM #borisjohnson you are a spineless coward!!! https://t.co/1dOro5pjvX,0
"#GandiNaaliAbuse... Those who are unhappy with Modiji, call him names should be asked to leave the country...Waris Pathan should be the first to leave along with Owaisi they won't find a place to live in this world as everyone will reject hypocrats like them.",0
"@sudhirchaudhary, seems like  #ICC is supporting Muslims 😂  I suggest Surgical strike on ICC.  What is your suggestion on this?   #WorldCup2019 #India #DhoniKeepsTheGlove  #ICCVersusIndia #Pakistan https://t.co/rWWJx5XN42",0
@realDonaldTrump FAKE NEWS #TrumpIsATraitor #TrumpRussia #TrumpLies #TrumpCrimeFamily #TrumpMustGo,1
"It's clear to see why @BorisJohnson has not taken part, he would be shown to be the moronic buffoon he is. #C4Debate  #BorisJohnsonShouldNotBePM https://t.co/jbv47wMJTA",0
@ICC should understand that  #BalidaanBadge is not related to any political/religious/racial activities.    This is about our #NationalPride  #DhoniKeepsTheGlove,1
"'I got a little getting even to do'. @therealoj32 gotta ask, is that what you said that night 25 years ago? #OJSimpson #murderer #NicoleBrownSimpson #RonGoldman https://t.co/Fn8aQzqoJK",0
@JessieJaneDuff Killary is a damn criminal and a Jack the Ripper!  #Murderer,0
Why the GOP Has Become a Cult of Personality #Resist #ResistTrump #FuckTrump https://t.co/IYTcqVichn,0
That is just tyrannical and insane! #FuckTrump #WaterProtectors #NoPipelines #PowerToThePeople https://t.co/eLEgBMqGR6,1
There is no doubt that the Russians would be thrilled to see Boris Johnson succeed. They would have disrupters in both the White House and Number 10. #ToryLeadershipCandidates #Trump #BorisJohnsonShouldNotBePM,0
ICC is trying their best to stop dhoni from showing his love to army.Dhoni should retaliate by donating his one year income to indian army. #CWC19 #DhoniKeepsTheGlove #DhoniKeepTheGloves #DhoniKeSaathDesh,1
@realDonaldTrump is pathetic. Happy #JohnMcCainDay #FuckTrump https://t.co/RPu2xTmVsq,1
Offering Namaz by Pak in the ground allowed     Balidaan Badge by MSD is not allowed?    We Stand by MS Dhoni 🇮🇳   @cricketworldcup @BCCI      Shame on You @ICC     #ProudIndian  #DhoniKeepsTheGlove,1
"Documented having spewed nearly 11,000 lies in 26 months. Honesty.🤣🤣🤣 #FuckTrump https://t.co/JY82Q7ZsRW",0
Fuck Trump and anybody who voted for that Lyin POS!  #FuckTrump https://t.co/sudpYAU1Eu,0
If u r living today it's bcoz of doctors.. #Savethedoctors #DoctorsFightBack #MamataLosingControl @MamataOfficial .... https://t.co/Wf0F0WLBM8,1
@RubikaLiyaquat It's really shameful @RubikaLiyaquat that #rapist will not be hanged,1
Frustration against Mamta Banerjee at its peak #DoctorsFightBack  #Savethedoctors  'Tell her that she can do dharna 4 her chamcha IPS officer Rajiv Kumar why she can't stand up 4 doctors?...what if the injured doctor dies? Was Rajiv Kumar dying?'  #SaveBengal  https://t.co/sZdH2UKxjC,1
Dear @ICC Focus on umpiring skills rather than @msdhoni gloves @BCCI #supportdhoni #MSD #DhoniKeepsTheGlove https://t.co/Y2H6BdJla7,0
Govt school adopted by IMA appointed unqualified teachers based on their investments      #IMAFraud #PonziScheme     https://t.co/rqt6X2fP0q,1
I'm hearing #BorisJohnsonShouldNotBePM missed a mandatory drugs test before tonight's #C4debate. Hence the no show...,0
"#DoctorsFightBack | Infrastructure, GDP is a long term issue, right now the problem is safety of doctors: Pradeep Bhandari, Founder Jan Ki Baat https://t.co/V5J7oR5Ht1",0
@ashwaqM Should be hanged to death.    #Rapist,0
"@Schreibernews @RockinghamAlert @UnionLeader Hopefully he wakes up every morning for the next 6 months to a beating, and goes to bed with another. #Douchebag",0
Wonderful guys - making money out of others misery - a brilliant #ToryPolicy.    #BorisJohnsonShouldNotBePM   #EVER https://t.co/w8Z2Dy2dxc,1
@DiamondandSilk @Johnatsrs1949 @realDonaldTrump wow.  what a group of sickos   #ImpeachTrumpNow #racistTrump  #fuckTrump https://t.co/pxYP7jfXrV,0
"@realDonaldTrump I don't buy it for a MINUTE. But even if your numbers were 20%, I'd still be PROFOUNDLY disappointed in my Traitorous and weak-minded country men and women...    #ImpeachmentInquiryNow  #ImpeachTheMFTraitor  #TrumpsWorseThanNixon  #TraitorTrump  #FUCKTrump    #Resistance 🇺🇲🇺🇲🇺🇲 https://t.co/oGWm2JzA9J",0
Elizabeth Warren wants Congress to uphold its duty and impeach the President #Resist #ResistTrump #FuckTrump https://t.co/vXkJlwnPn1,1
#DoctorsFightBack  Mamatha behaving like a dictator with tonnes of ego.  Spoke irresposible way on a serious matter.  Playing Appeasement Politics at the cost of lives of Doctors&amp;Patients.  Resignation of Sr Doctors is an Insult&amp;Shame for her.  She lost Morally to continue as CM.,1
Female trump supporters get with the damn program! #FuckTrump Have some damn self respect! Stop voting against yourself! https://t.co/Nv4aUojNEF,0
"@ericgarland Right! Then, we’re talking about #trumpwhales instead of: #TrumpsWorseThanNixon #TrumpMustResign  #TrumpRussia #TrumpIsATraitor #TrumpCorruption #TrumpCriminalInvestigation   #TraitorTrump and more... https://t.co/SeEkAEIvAr",0
#UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  &amp; JUST 2 break it up a LITTLE...  #FuckTrump TOO https://t.co/0be86fMZwq,0
A wOmAn On hEr pEriOdS   Is mOrE pUrE thAn   A #rApIst iN A tEmpLE :),1
@realDonaldTrump @IngrahamAngle Inhraham is as stupid and partisan as they come.  She’s almost as repugnant as you.  Almost.  #fucktrump 🖕🏻🖕🏻,0
Trump teases additional deal that Mexican Foreign Secretary suggests doesn't exist #Resist #ResistTrump #FuckTrump https://t.co/f1E69yd5Q2,1
He probably.. or should've got mashed on.  #forsure #dickhead https://t.co/2WcA0tH9HW,0
"#DoctorsFightBack to #SaveBengal     Support from Pseudo Secular Politicians make Muslims violent.    Like in #Kolkata, they vandalised a Hospital in Hyderabad in Dec'18.    Ajay Alok https://t.co/zsrRdgLeFW",1
Since Ive attended UCLA ive seen:\nMANY suicides\nA school shooting \nAn admissions scandal \nSchool doctor sexually assaults students\nCreepy professors/TAs who fuck students\n\nI have no idea what the fuck were #1 in ,0
"TRUMPERRHOIDS WANT THE SWAMP DRAINED - NOW    ITS TIME TO DUMP TRUMP, THE IDIOT GRIFTER, PISSING THE FUTURE AWAY    #FUCKTRUMP #TRUMP2020 https://t.co/SvwfsExjJ8",0
"oi check shirt man , when you say “this country” do you mean Wales?no? Didn’t think so #dickhead @bbcqt",1
"#ShameOnICC is trending and it pretty much tells us how far we are to become a sporting nation.  Blaming the organisation for the bad weather? Seriously?  ICC had named England to host #ICCWorldCup2019 in 2010 only.  May- June is pretty much English summer, ICC did not do much wrong",1
"@realDonaldTrump Yes impeachment is legal, we have seen it before. You will not be the first president impeached.  #ImpeachmentInquiryNow   #ImpeachTrumpNow   #ImpeachTrump   #TrumpIsGuilty   #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #TrumpIsATraitor   #TrumpIsTheEnemyOfThePeople",0
IN #BREAKING WORLDWIDE #NEWS: DEVIL POSSESSED SEVENTH KINGDOM #SERIAL #PERVERT AND #SERIAL #MURDERER DONALD #TRUMP HAS BEEN ORDERED TO TURN HIMSELF INTO THE #LEGAL #AUTHORITIES TO BE EXECUTED FOR #TREASON AGAINST THE LORD GOD,1
"@mukeshjrao99 @virendersehwag The best answer to @ICC activism.    Get 50,000 T-Shirts / Caps printed with the #BalidanBadge &amp; distribute among the spectators tomorrow. Flood the stadium with #BalidaanBadge.    #DhoniKeSaathDesh #Dhoni #DhoniKeepsTheGlove #ICCWorldCup2019  #IndiaStandsWithDhoni @virendersehwag",1
Trump's GOP allies privately cringe at dirt comments #Resist #ResistTrump #FuckTrump https://t.co/2wyFNQtdNY,1
Someone's Ego Got Butt Hurt!! LMFAO!! #FuckTrump #TrumpIsATraitor #TrumpMustResign #TrumpTantrum https://t.co/QCAjKpr8DM,0
@mkraju Says the guy who killed the tree that Macron gave u for friendship n peace!! #sad #douchebag,1
@realDonaldTrump @USArmy Happy John McCain Day Cadet Bonespurs! #JohnMcCainDay #TrumpIsATraitor,1
@MSNBC @kwelkernbc I am 🤢 with having to hear that hag Conway! #VoteBlue2020 #DitchMitch2020 #VoteBlueToSaveAmerica #FlipTheSenate2020 #VoteBlueNoMatterWho2020 #Resist #FuckTrump #DoYourJobMitch #ResistTrump #TheResistance #Resistance #TraitorTrump #VoteBlueToSaveAmerica,0
@realDonaldTrump     In the final year of Obama's presidency we had a GOP front-runner who received a glowing endorsement from the Ku Klux Klan.  And those people are hard to please.      https://t.co/l4mL2hQN2R    #labamba #TrumpIsATraitor #TrumpIsADisgrace #StrongerTogether #FBR https://t.co/kTUorcny4o,1
@Reuters All countries who care about their safety and security should #BanHuawei.   #Huawei is just a spying tool developed and extensively used by the Communist Party of China.    #CommunismKills #BoycottChina #oppression,0
@IvankaTrump This comment section is filled with Russian bots and NASCAR fans #FuckTrump,1
@SenToomey @AmericanLegion @SteveDaines You just use the military for a photo-op for your convenience. #FlagDay #JohnMCainDay #JohnMcCainDayJune14th #TrumpIsATraitor,1
#ShameOnICC     Poor #WorldCup2019 https://t.co/7eGi2Rwvrd,1
#Piccanninies love of words by #BorisJohnsonShouldNotBePM https://t.co/ZJwBxn0Ltr,0
@SenTedCruz Hidden figures? Like your hidden vote to repeal sanctions against Oleg Deripaska and Rusal? Guess you support Russian Oligarchs and Communists. #TuckFrump #TrumpColluded #TrumpIsATraitor #TrumpTantrum #RepublicansDontCare #RepublicansForImpeachment #TrumpsAnInternationalDisgrace,0
#ShameOnICC rain ruin the 2019 WC.@ICC,0
"Lol yep, GM sis.   I’m firm on my #FuckTrump campaign, the draft dodger has our nation on the ropes! https://t.co/jLeozhlsGm",1
"West Indies rocked Pakistan, Pakistan pauper(ed) England, and England scissored West Indies. #ICCWorldCup2019 #ShameOnICC #CWC19",1
I’ll never forgive this motherfucker or all the people that covered for him #complicit #rapist #fuckBrettKavanaugh https://t.co/C6ritwkXv7,0
@UKMoments @BorisJohnson What could be more important than attending a debate that Millions of lives depend on? #BorisJohnsonShouldNotBePM,1
@realDonaldTrump Mind your own bullshit will yah? Oh and whilst at it mind all the innocent kids and lives that have gone and you did absolutly nothing about it! #dickhead #TrumpFail,1
@realDonaldTrump That's right.  You're #1!!     #1 #Instigator   #1 #Asswipe  #1 #Bully  #1 #Cheater  #1 #Thief  #1 #Clown  #1 #Douchebag  #1 #Liar  .........and #1 most #BankruptedUSCompany,0
"#DoctorsFightBack why can't mamta govt promise prob into lynching happened in a hospital..file FIR, catch them and resolve the matter as many patients are suffering and situation is getting worse.. Instead she is being silent and I m sure will blame current center for it..",0
"My corner piece of mind, is all that I can find, when i look for a reason,  to pass this unhealthy treason. #TrumpIsATraitor https://t.co/fZvhoXaOAK",1
"@snb19692 @suehard @ElspethElspeth @jane_janekeane @LisatheSimpson You do know that #Dickhead. alias Steve Bray, is making a fortune off of crowd funding ?",0
"@DungeonDining You've been a #douchebag all day, I'll be taking great pleasure in muting your ass.",0
@RoryStewartUK @EFTA4UK National service for farm workers will solve it. Conscripted cows and sheep in servitude will weather the Brexit Storm. #Dickhead,1
Oak Tree Given To #IdiotTrump By# Macron Dies Under Mysterious Circumstances https://t.co/GPhQL0PZvg,1
BCCI has given ICC too much autonomy 😁😁    #DhoniKeepsTheGlove,1
Just pray for 16 june..🙏🙏...we have waited for 4 years for epic encounter not for this shit planning of worldcup matches #ShameOnICC #INDvsPAK #CWC19 @cricketworldcup @ICC @BCCI https://t.co/XudpccE1qR,0
